Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
35076,1103846527,1,,0.6666669845581055,15,5,10,2014-03-08,"Wow! I must be one of the few people that Dr. Brandt’s Pearl Serum did not work for. At first, I was really excited to get a hold of this product. This was because of the people I spoke to, raved about how amazing the serum felt. But, when I actually used it....I applied the serum to my face after my regular skincare routine. Upon application my skin felt very strange! It was though something was sitting on top of it and wouldn’t break down and penetrate into my skin! The closest I can describe the feeling is that it was though it was covered by a layer of saran wrap! It did finally absorb. I then applied my regular facial products on top of the serum. I waited until everything dried and then applied my makeup. Ten minutes after that, I felt an inner dryness in my skin! It was a very uncomfortable feeling! The serum was the only new product I applied that day.I waited a few days before I dared to try the product again. I thought maybe I may have applied too much serum the first time. So, I was very careful in applying a very thin layer. Sadly, I received the same results as the first time of usage.I’m guessing that ingredients used in this product is not compatiable with my skin.Honestly, I have never experienced such a bizarre feeling from a skin care product as the DNA Transforming Pearl Serum.This advanced skincare technology is not for me!",Felt very strange on my face,,,,,P383054,Do Not Age with Dr. Brandt Transforming Pearl Serum,Dr. Brandt Skincare,152.0
36202,2154850594,5,1.0,1.0,5,0,5,2018-03-11,"I’ve used a number of different eye creams over the years on my 40 something skin. This one is amazing and one of my favourite. Great moisture and lightens my struggle with dark circles. Smell could be improved, but isn’t offensive.",,light,hazel,oily,blonde,P383308,Age Arrest Eye Cream,Kate Somerville,98.0
8870,7470060940,5,1.0,0.0,2,2,0,2021-03-17,this moisturizer smells fantastic! the consistency is thick so it’s perfect for those wintery dry days. this moisturizer made my skin hydrated and look GLOWING! this product was gifted by Rose MD Skin but i truly recommend this product!,Skin is now SO soft,lightMedium,hazel,combination,brown,P468850,Signature Moisturizer,ROSE Ingleton MD,85.0
36152,5488923617,5,1.0,1.0,1,0,1,2018-10-16,I use this for the fog brain I get most days. AlsoAfter my last coffee for the day when it’s later in the evening but still need a push...it does the trick.It’s also great for mid mornings as well.A must try again for moon juice,,light,,combination,blonde,P423159,Brain Dust,Moon Juice,38.0
21477,5796754803,5,1.0,0.5,2,1,1,2020-07-15,"Love it! So glad they upped the spf. Texture is slightly different than the spf40, but not bad at all. Have been using the spf 40 for so long now and will continue to use. Non greasy non shiny formula.",,fair,green,oily,brown,P456991,Superdefense City Block Broad Spectrum SPF 50 Daily Energy + Face Protector Primer,CLINIQUE,32.0
21744,1314992825,5,1.0,,0,0,0,2021-10-18,"These gifted by HUM Nutrition Boost Sweet Boost Gummies for Immune Support are perfect for the fall and winter months when everyone is more prone to get sick. These gummies to start off with taste really good like berries so easy to take! They have elderberry, vitamin c, and zinc to strengthen your immune system. After taking these I’ve noticed I’ve gotten less colds and feel that these gummies are to thank and that they work!",Stronger Immunity!,medium,brown,combination,brown,P474838,Boost Sweet Boost - Vegan Gummies for Immune Support,HUM Nutrition,26.0
25897,7292270470,5,,0.9285709857940674,14,1,13,2016-01-06,"So I got this thinking I would return it unless I would absolutely fall in love with it because it’s a bit expensive, but I must say it’s really amazing, it made my skin so soft and moisturized without being too oily. It does have a faint alcohol smell though but it didn’t irritate my dry and sensitive skin. I use it under my primer and makes my makeup come out great <3",Woah,,,dry,,P404168,POWER Advanced Wrinkle Fighter Moisturizer,Algenist,85.0
16880,1383921813,5,1.0,1.0,11,0,11,2021-04-29,"The bristles on the grey to are fine than the previous pink one and the it can reach into the crevasses around the nose better also.  This does a great job of lifting off any residue from makeup, spf, primers, etc.",Better than before,light,blue,dry,auburn,P469086,Facial Cleansing Tool,SEPHORA COLLECTION,8.0
27905,11773434465,5,1.0,1.0,7,0,7,2019-06-08,"Great! My skin feels and looks so much more clearer. I have sensitive skin and a few dark spots before I used this product, and after about a week of application they were gone! As for my sensitive skin I didn’t notice it hurting me. But if I used a harsh exfoliator before applying this product it would hurt and burn my skin.",Great,fair,blue,normal,brown,P440486,Glycolic Acid Toner,Mario Badescu,18.0
13035,6876735455,5,1.0,,0,0,0,2022-09-26,Application is easy and pleasant scent! Recommended for those who hate applying SPF,Easy to apply SPF,light,hazel,dry,brown,P500117,N°38 Facial Sunscreen Mist with SPF 38,HABIT,30.0
41350,5301168621,3,1.0,1.0,3,0,3,2021-09-19,"I think it’s a nice, light moisturizer. However, Tarte needs to work on their packaging. When I opened it, half the moisturizer was stuck on the plastic insert and it made a mess everywhere. I’ve had the same issue with their foundation.",,fairLight,hazel,combination,auburn,P447409,Mini Baba Bomb Moisturizer,tarte,14.0
2982,1108058394,5,1.0,0.6666669845581055,12,4,8,2019-05-09,"These are the perfect travel size, love the case that comes with them. Will update review to share how the case holds up -",teeny! perfect for travel,mediumTan,brown,dry,red,P440658,Baby Bar Travel Duo with Case,Drunk Elephant,22.0
32595,6913208636,5,1.0,,0,0,0,2022-12-30,"I love this serum!! It’s very hydrating, lightweight and feels amazing on my skin. It absorbs very nicely and doesn’t feel greasy or uncomfortable on my face. I use it both day and night and it wears very well under makeup.",,medium,brown,combination,black,P504059,Chlorella + Reishi Sea Vitamin C Sérum,MARA,96.0
33230,21137731356,5,1.0,1.0,10,0,10,2021-05-03,"This moisturizer with SPF is great! It’s super lightweight and it doesn’t leave white cast on your face. I have tried La Roche- Posay’s moisturizer with SPF as well, but it is not as lightweight as this one. This is literally fluid and it goes on your face very smoothly. I have sensitive skin. If I use dense-textured sunscreen I’ll have white heads on my cheeks but I haven’t had any white heads since I used this.",Great every day moisturizer with SPF,light,brown,dry,brown,P469516,CLEAR Ultra-Light Daily Hydrating Fluid SPF 30+,Paula's Choice,37.0
2984,43891280,5,1.0,0.9375,16,1,15,2019-04-25,I bought this set as I travel for business a few times a year. It is great because it doesn’t count as part of your liquids with TSA. Having both bars is great when traveling for multiple days so you have the option of exfoliating. I will purchase the other set for a refill!,Travel Friendly Set,fair,brown,combination,brown,P440658,Baby Bar Travel Duo with Case,Drunk Elephant,22.0
13857,23005652440,5,1.0,,0,0,0,2022-08-26,I usually dont bother with creams but i recieved this free sample and i am now hooked.   Feels great after application and i have noticed a difference in my skin.  Feels much healthier.,,mediumTan,green,combination,brown,P501031,Pore Remedy 5% Multi-Acid Radiance Peel,Dr. Jart+,40.0
44524,5734348776,5,,1.0,10,0,10,2016-05-24,"I was planning on get SK-II facial treatment mask but it was out of stock at the store. So I picked up this one instead and I’m so soooo glad I did!!! Everything you can think of... Hydrating, and even brightening! Love love love it! Goes great with the ANR serum too!",surprisingly good,,,,,P405032,Micro Essence Infusion Mask,Estée Lauder,75.0
22291,11025853207,5,1.0,0.6923080086708069,13,4,9,2023-02-22,"This locks in moisture better than any other face oil I have used. I’ve gone through 4 bottles and will be purchasing more. Works great with and moisturizer, as the last step in skincare, or right before makeup!",A must have face oil!,lightMedium,blue,normal,brown,P504523,Futuredew Facial Oil-Serum Hybrid,Glossier,26.0
28976,26585060717,5,1.0,1.0,4,0,4,2020-06-18,I was given a sample of this product when a bought other products from her line. The price is high so I wish I didn’t end up loving it as much as I do! It is the only cleanser that doesn’t dry out my skin but it feels nourished and clean after.  It will definitely last you a long time as you only need one pump for your entire face. I have tried so many face washes from cetaphil to shani darden and this is definitely my favorite by far,,mediumTan,green,combination,brown,P447783,Cleanser,Dr. Barbara Sturm,75.0
16729,5591811918,3,1.0,,0,0,0,2020-10-22,"I received this DR. Zenovia eye cream as a complimentary sample. I tried this cream more than two weeks before providing my opinion. Well didn’t work at all on my dark circles but smooth out the area around my eyes. Obserb well in skin, mostly I like the product packaging it came with pump easy to take out how much needed. I’ve combination skin I didn’t feel any discomfort or irritation during using this eye cream, keeps eye area smooth and hydrated.",,medium,brown,combination,black,P464237,Retinol Recovery Eye Cream,Dr. Zenovia Skincare,64.0
12933,2234061187,5,1.0,,0,0,0,2023-01-05,"i have always been a fan of tula! i use the cleanser in my skincare routine. to add this moisturizer on top of my clean sin has been such a luxe experience! i highly recommend this product - it’s silky smooth and has a light, clean scent.",luxe experience!,,brown,normal,,P503652,24-7 Moisture Intense Ultra Hydrating Day & Night Cream with Hyaluronic Acid + Squalane,TULA Skincare,58.0
21757,11866249358,4,1.0,,0,0,0,2021-10-18,"These are probably the tastiest gummies I’ve ever tried! They literally taste like candy and I wish I could have more than 2 a day. I’ve been taking them for about a week now and though I haven’t noticed much of a difference yet, I do feel like I’m more energetic and alert. Can’t wait to see future results",So tasty!,lightMedium,hazel,combination,brown,P474838,Boost Sweet Boost - Vegan Gummies for Immune Support,HUM Nutrition,26.0
20402,1532992453,1,0.0,0.3888890147209167,18,11,7,2020-04-21,"I’ve been using this for a month now with zero change in my hyperpigmentation. I have been using it in combination with a SPF 50 facial moisturizer and I wear a sun hat because I live in a tropical climate. I have had problems in the past with Rx strength hydroquinone working for me, so maybe I just have very stubborn skin (or spots) but I won’t be spending my money on this again. One positive is that I only have to use ½ a pump as it spreads very easily over my face. I do have to avoid my nose area as it triggered my perioral dermatitis.",Has done nothing for me,light,green,normal,blonde,P474940,Mini Even Better Clinical Radical Dark Spot Corrector + Interrupter Serum,CLINIQUE,21.0
36488,23439160639,1,0.0,0.2000000029802322,5,4,1,2022-04-05,"Broke me out and I actually saw MORE sagging/dehydration?? The anti-wrinkles Jart mask is so much better for firming, spend your money on that",acne. get the wrinkle mask instead,fairLight,blue,combination,blonde,P397627,Dermask Intra Jet Firming Solution,Dr. Jart+,9.0
